"Gene_Name" "Gene_ID"
"610" "SPT7" "YBR081C"
"611" "RPG1-SEC18" "YBR079C-YBR080C"
"612" "tR(UCU)B" "tR(UCU)B"
"613" "SEC18-SPT7" "YBR080C-YBR081C"
"614" "tD(GUC)B" "tD(GUC)B"
"615" "UBC4" "YBR082C"
"616" "TEC1" "YBR083W"
"617" "SPT7-tR(UCU)B" "YBR081C-tR(UCU)B"
"618" "tD(GUC)B-UBC4" "tD(GUC)B-YBR082C"
"619" "MIS1" "YBR084W"
"620" "UBC4-TEC1" "YBR082C-YBR083W"
"621" "RPL19A" "YBR084C-A"
"622" "TEC1-MIS1" "YBR083W-YBR084W"
"623" "AAC3" "YBR085W"
"624" "YBR085C-A" "YBR085C-A"
"625" "IST2" "YBR086C"
"626" "RPL19A-AAC3" "YBR084C-A-YBR085W"
"627" "AAC3-YBR085C-A" "YBR085W-YBR085C-A"
"628" "RFC5" "YBR087W"
"629" "YBR085C-A-IST2" "YBR085C-A-YBR086C"
"630" "POL30" "YBR088C"
"631" "YBR089W" "YBR089W"
"632" "NHP6B" "YBR089C-A"
"633" "YBR090C" "YBR090C"
"634" "TIM12" "YBR091C"
"635" "PHO3" "YBR092C"
"636" "IST2-RFC5" "YBR086C-YBR087W"
"637" "PHO5" "YBR093C"
"638" "YBR089W-NHP6B" "YBR089W-YBR089C-A"
"639" "PBY1" "YBR094W"
"640" "PHO3-PHO5" "YBR092C-YBR093C"
"641" "RXT2" "YBR095C"
"642" "YBR096W" "YBR096W"
"643" "PHO5-PBY1" "YBR093C-YBR094W"
"644" "VPS15" "YBR097W"
"645" "MMS4" "YBR098W"
"646" "YBR099C" "YBR099C"
"647" "FES1" "YBR101C"
"648" "EXO84" "YBR102C"
"649" "SIF2" "YBR103W"
"650" "MMS4-FES1" "YBR098W-YBR101C"
"651" "YBR103C-A" "YBR103C-A"
"652" "YMC2" "YBR104W"
"653" "FES1-EXO84" "YBR101C-YBR102C"
"654" "VID24" "YBR105C"
"655" "EXO84-SIF2" "YBR102C-YBR103W"
"656" "PHO88" "YBR106W"
"657" "IML3" "YBR107C"
"658" "YBR103C-A-YMC2" "YBR103C-A-YBR104W"
"659" "AIM3" "YBR108W"
"660" "YMC2-VID24" "YBR104W-YBR105C"
"661" "VID24-PHO88" "YBR105C-YBR106W"
"662" "CMD1" "YBR109C"
"663" "PHO88-IML3" "YBR106W-YBR107C"
"664" "YBR109W-A" "YBR109W-A"
"665" "ALG1" "YBR110W"
"666" "YSA1" "YBR111C"
"667" "SUS1" "YBR111W-A"
"668" "AIM3-CMD1" "YBR108W-YBR109C"
"669" "CYC8" "YBR112C"
"670" "ALG1-YSA1" "YBR110W-YBR111C"
"671" "YBR113W" "YBR113W"
"672" "YSA1-SUS1" "YBR111C-YBR111W-A"
"673" "RAD16" "YBR114W"
"674" "SUS1-CYC8" "YBR111W-A-YBR112C"
"675" "LYS2" "YBR115C"
"676" "YBR113W-RAD16" "YBR113W-YBR114W"
"677" "YBR116C" "YBR116C"
"678" "TKL2" "YBR117C"
"679" "TEF2" "YBR118W"
"680" "LYS2-YBR116C" "YBR115C-YBR116C"
"681" "MUD1" "YBR119W"
"682" "CBP6" "YBR120C"
"683" "GRS1" "YBR121C"
"684" "TKL2-TEF2" "YBR117C-YBR118W"
"685" "YBR121C-A" "YBR121C-A"
"686" "MRPL36" "YBR122C"
"687" "TEF2-MUD1" "YBR118W-YBR119W"
"688" "TFC1" "YBR123C"
"689" "MUD1-CBP6" "YBR119W-YBR120C"
"690" "CBP6-GRS1" "YBR120C-YBR121C"
"691" "YBR124W" "YBR124W"
"692" "PTC4" "YBR125C"
"693" "GRS1-MRPL36" "YBR121C-YBR122C"
"694" "TPS1" "YBR126C"
"695" "MRPL36-TFC1" "YBR122C-YBR123C"
"696" "YBR126W-A" "YBR126W-A"
"697" "YBR126W-B" "YBR126W-B"
"698" "VMA2" "YBR127C"
"699" "YBR124W-PTC4" "YBR124W-YBR125C"
"700" "ATG14" "YBR128C"
"701" "PTC4-TPS1" "YBR125C-YBR126C"
"702" "OPY1" "YBR129C"
"703" "TPS1-YBR126W-A" "YBR126C-YBR126W-A"
"704" "SHE3" "YBR130C"
"705" "YBR126W-B-VMA2" "YBR126W-B-YBR127C"
"706" "CCZ1" "YBR131W"
"707" "YBR131C-A" "YBR131C-A"
"708" "ATG14-OPY1" "YBR128C-YBR129C"
"709" "AGP2" "YBR132C"
"710" "HSL7" "YBR133C"
"711" "SHE3-CCZ1" "YBR130C-YBR131W"
"712" "YBR134W" "YBR134W"
"713" "CCZ1-AGP2" "YBR131W-YBR132C"
"714" "CKS1" "YBR135W"
"715" "MEC1" "YBR136W"
"716" "AGP2-HSL7" "YBR132C-YBR133C"
"717" "YBR137W" "YBR137W"
"718" "YBR138C" "YBR138C"
"719" "YBR139W" "YBR139W"
"720" "IRA1" "YBR140C"
"721" "MEC1-YBR137W" "YBR136W-YBR137W"
"722" "YBR138C-YBR139W" "YBR138C-YBR139W"
"723" "YBR141W-A" "YBR141W-A"
"724" "BMT2" "YBR141C"
"725" "MAK5" "YBR142W"
"726" "SUP45" "YBR143C"
"727" "IRA1-BMT2" "YBR140C-YBR141C"
"728" "BMT2-MAK5" "YBR141C-YBR142W"
"729" "YBR144C" "YBR144C"
"730" "ADH5" "YBR145W"
"731" "MRPS9" "YBR146W"
"732" "RTC2" "YBR147W"
"733" "SUP45-YBR144C" "YBR143C-YBR144C"
"734" "YSW1" "YBR148W"
"735" "ADH5-MRPS9" "YBR145W-YBR146W"
"736" "ARA1" "YBR149W"
"737" "TBS1" "YBR150C"
"738" "MRPS9-RTC2" "YBR146W-YBR147W"
"739" "RTC2-YSW1" "YBR147W-YBR148W"
"740" "YSW1-ARA1" "YBR148W-YBR149W"
"741" "APD1" "YBR151W"
"742" "ARA1-TBS1" "YBR149W-YBR150C"
"743" "SPP381" "YBR152W"
"744" "RIB7" "YBR153W"
"745" "RPB5" "YBR154C"
"746" "TBS1-APD1" "YBR150C-YBR151W"
"747" "CNS1" "YBR155W"
"748" "APD1-SPP381" "YBR151W-YBR152W"
"749" "SLI15" "YBR156C"
"750" "SPP381-RIB7" "YBR152W-YBR153W"
"751" "RIB7-RPB5" "YBR153W-YBR154C"
"752" "ICS2" "YBR157C"
"753" "RPB5-CNS1" "YBR154C-YBR155W"
"754" "AMN1" "YBR158W"
"755" "SLI15-ICS2" "YBR156C-YBR157C"
"756" "IFA38" "YBR159W"
"757" "ICS2-AMN1" "YBR157C-YBR158W"
"758" "CDC28" "YBR160W"
"759" "CSH1" "YBR161W"
"760" "TOS1" "YBR162C"
"761" "AMN1-IFA38" "YBR158W-YBR159W"
"762" "IFA38-CDC28" "YBR159W-YBR160W"
"763" "YSY6" "YBR162W-A"
"764" "EXO5" "YBR163W"
"765" "CDC28-CSH1" "YBR160W-YBR161W"
"766" "CSH1-TOS1" "YBR161W-YBR162C"
"767" "ARL1" "YBR164C"
"768" "UBS1" "YBR165W"
"769" "TYR1" "YBR166C"
"770" "YSY6-EXO5" "YBR162W-A-YBR163W"
"771" "POP7" "YBR167C"
"772" "PEX32" "YBR168W"
"773" "EXO5-ARL1" "YBR163W-YBR164C"
"774" "ARL1-UBS1" "YBR164C-YBR165W"
"775" "SSE2" "YBR169C"
"776" "TYR1-POP7" "YBR166C-YBR167C"
"777" "NPL4" "YBR170C"
"778" "SEC66" "YBR171W"
"779" "PEX32-SSE2" "YBR168W-YBR169C"
"780" "SMY2" "YBR172C"
"781" "SSE2-NPL4" "YBR169C-YBR170C"
"782" "UMP1" "YBR173C"
"783" "SWD3" "YBR175W"
"784" "YBR174C" "YBR174C"
"785" "ECM31" "YBR176W"
"786" "SEC66-SMY2" "YBR171W-YBR172C"
"787" "EHT1" "YBR177C"
"788" "YBR178W" "YBR178W"
"789" "SMY2-UMP1" "YBR172C-YBR173C"
"790" "FZO1" "YBR179C"
"791" "UMP1-YBR174C" "YBR173C-YBR174C"
"792" "SWD3-ECM31" "YBR175W-YBR176W"
"793" "DTR1" "YBR180W"
"794" "RPS6B" "YBR181C"
"795" "SMP1" "YBR182C"
"796" "FZO1-DTR1" "YBR179C-YBR180W"
"797" "YBR182C-A" "YBR182C-A"
"798" "YPC1" "YBR183W"
"799" "DTR1-RPS6B" "YBR180W-YBR181C"
"800" "YBR184W" "YBR184W"
"801" "RPS6B-SMP1" "YBR181C-YBR182C"
"802" "MBA1" "YBR185C"
"803" "SMP1-YBR182C-A" "YBR182C-YBR182C-A"
"804" "PCH2" "YBR186W"
"805" "YBR182C-A-YPC1" "YBR182C-A-YBR183W"
"806" "YPC1-YBR184W" "YBR183W-YBR184W"
"807" "GDT1" "YBR187W"
"808" "NTC20" "YBR188C"
"809" "YBR184W-MBA1" "YBR184W-YBR185C"
"810" "RPS9B" "YBR189W"
"811" "MBA1-PCH2" "YBR185C-YBR186W"
"812" "YBR190W" "YBR190W"
"813" "RPL21A" "YBR191W"
"814" "YBR191W-A" "YBR191W-A"
"815" "PCH2-GDT1" "YBR186W-YBR187W"
"816" "RIM2" "YBR192W"
"817" "MED8" "YBR193C"
"818" "NTC20-RPS9B" "YBR188C-YBR189W"
"819" "AIM4" "YBR194W"
"820" "MSI1" "YBR195C"
"821" "RPS9B-YBR190W" "YBR189W-YBR190W"
"822" "PGI1" "YBR196C"
"823" "YBR191W-A-RIM2" "YBR191W-A-YBR192W"
"824" "YBR196C-A" "YBR196C-A"
"825" "YBR196C-B" "YBR196C-B"
"826" "YBR197C" "YBR197C"
"827" "AIM4-MSI1" "YBR194W-YBR195C"
"828" "TAF5" "YBR198C"
"829" "KTR4" "YBR199W"
"830" "YBR196C-A-YBR196C-B" "YBR196C-A-YBR196C-B"
"831" "YBR196C-B-YBR197C" "YBR196C-B-YBR197C"
"832" "BEM1" "YBR200W"
"833" "YBR200W-A" "YBR200W-A"
"834" "DER1" "YBR201W"
"835" "TAF5-KTR4" "YBR198C-YBR199W"
"836" "YBR201C-A" "YBR201C-A"
"837" "KTR4-BEM1" "YBR199W-YBR200W"
"838" "MCM7" "YBR202W"
"839" "BEM1-YBR200W-A" "YBR200W-YBR200W-A"
"840" "COS111" "YBR203W"
"841" "DER1-YBR201C-A" "YBR201W-YBR201C-A"
"842" "YBR201C-A-MCM7" "YBR201C-A-YBR202W"
"843" "LDH1" "YBR204C"
"844" "MCM7-COS111" "YBR202W-YBR203W"
"845" "KTR3" "YBR205W"
"846" "YBR206W" "YBR206W"
"847" "FTH1" "YBR207W"
"848" "DUR1%2C2" "YBR208C"
"849" "COS111-LDH1" "YBR203W-YBR204C"
"850" "LDH1-KTR3" "YBR204C-YBR205W"
"851" "YBR206W-FTH1" "YBR206W-YBR207W"
"852" "FTH1-DUR1%2C2" "YBR207W-YBR208C"
"853" "YBR209W" "YBR209W"
"854" "tC(GCA)B" "tC(GCA)B"
"855" "tE(UUC)B" "tE(UUC)B"
"856" "ERV15" "YBR210W"
"857" "AME1" "YBR211C"
"858" "DUR1%2C2-YBR209W" "YBR208C-YBR209W"
"859" "NGR1" "YBR212W"
"860" "tC(GCA)B-tE(UUC)B" "tC(GCA)B-tE(UUC)B"
"861" "tE(UUC)B-ERV15" "tE(UUC)B-YBR210W"
"862" "MET8" "YBR213W"
"863" "SDS24" "YBR214W"
"864" "AME1-NGR1" "YBR211C-YBR212W"
"865" "HPC2" "YBR215W"
"866" "NGR1-MET8" "YBR212W-YBR213W"
"867" "YBP1" "YBR216C"
"868" "ATG12" "YBR217W"
"869" "SDS24-HPC2" "YBR214W-YBR215W"
"870" "PYC2" "YBR218C"
"871" "HPC2-YBP1" "YBR215W-YBR216C"
"872" "YBR219C" "YBR219C"
"873" "YBP1-ATG12" "YBR216C-YBR217W"
"874" "YBR220C" "YBR220C"
"875" "ATG12-PYC2" "YBR217W-YBR218C"
"876" "PDB1" "YBR221C"
"877" "YBR221W-A" "YBR221W-A"
"878" "PCS60" "YBR222C"
"879" "PYC2-YBR219C" "YBR218C-YBR219C"
"880" "YBR223W-A" "YBR223W-A"
"881" "TDP1" "YBR223C"
"882" "YBR220C-PDB1" "YBR220C-YBR221C"
"883" "YBR224W" "YBR224W"
"884" "YBR225W" "YBR225W"
"885" "PDB1-YBR221W-A" "YBR221C-YBR221W-A"
"886" "YBR221W-A-PCS60" "YBR221W-A-YBR222C"
"887" "YBR226C" "YBR226C"
"888" "PCS60-TDP1" "YBR222C-YBR223C"
"889" "MCX1" "YBR227C"
"890" "SLX1" "YBR228W"
"891" "ROT2" "YBR229C"
"892" "OM14" "YBR230C"
"893" "MCX1-SLX1" "YBR227C-YBR228W"
"894" "YBR230W-A" "YBR230W-A"
"895" "LSR1" "LSR1"
"896" "SLX1-ROT2" "YBR228W-YBR229C"
"897" "SWC5" "YBR231C"
"898" "YBR232C" "YBR232C"
"899" "PBP2" "YBR233W"
"900" "ROT2-OM14" "YBR229C-YBR230C"
"901" "DAD3" "YBR233W-A"
"902" "OM14-YBR230W-A" "YBR230C-YBR230W-A"
"903" "ARC40" "YBR234C"
"904" "LSR1-SWC5" "LSR1-YBR231C"
"905" "VHC1" "YBR235W"
"906" "SWC5-YBR232C" "YBR231C-YBR232C"
"907" "PBP2-DAD3" "YBR233W-YBR233W-A"
"908" "DAD3-ARC40" "YBR233W-A-YBR234C"
"909" "ABD1" "YBR236C"
"910" "ARC40-VHC1" "YBR234C-YBR235W"
"911" "PRP5" "YBR237W"
"912" "YBR238C" "YBR238C"
"913" "ERT1" "YBR239C"
"914" "PRP5-YBR238C" "YBR237W-YBR238C"
"915" "THI2" "YBR240C"
"916" "YBR238C-ERT1" "YBR238C-YBR239C"
"917" "YBR241C" "YBR241C"
"918" "YBR242W" "YBR242W"
"919" "ERT1-THI2" "YBR239C-YBR240C"
"920" "ALG7" "YBR243C"
"921" "THI2-YBR241C" "YBR240C-YBR241C"
"922" "GPX2" "YBR244W"
"923" "ISW1" "YBR245C"
"924" "YBR241C-YBR242W" "YBR241C-YBR242W"
"925" "RRT2" "YBR246W"
"926" "ALG7-GPX2" "YBR243C-YBR244W"
"927" "ENP1" "YBR247C"
"928" "HIS7" "YBR248C"
"929" "ISW1-RRT2" "YBR245C-YBR246W"
"930" "ARO4" "YBR249C"
"931" "RRT2-ENP1" "YBR246W-YBR247C"
"932" "SPO23" "YBR250W"
"933" "ENP1-HIS7" "YBR247C-YBR248C"
"934" "MRPS5" "YBR251W"
"935" "HIS7-ARO4" "YBR248C-YBR249C"
"936" "DUT1" "YBR252W"
"937" "ARO4-SPO23" "YBR249C-YBR250W"
"938" "SRB6" "YBR253W"
"939" "TRS20" "YBR254C"
"940" "MTC4" "YBR255W"
"941" "SPO23-MRPS5" "YBR250W-YBR251W"
"942" "YBR255C-A" "YBR255C-A"
"943" "RIB5" "YBR256C"
"944" "MRPS5-DUT1" "YBR251W-YBR252W"
"945" "DUT1-SRB6" "YBR252W-YBR253W"
"946" "POP4" "YBR257W"
"947" "TRS20-MTC4" "YBR254C-YBR255W"
"948" "SHG1" "YBR258C"
"949" "YBR259W" "YBR259W"
"950" "YBR255C-A-RIB5" "YBR255C-A-YBR256C"
"951" "RGD1" "YBR260C"
"952" "RIB5-POP4" "YBR256C-YBR257W"
"953" "TAE1" "YBR261C"
"954" "SHG1-YBR259W" "YBR258C-YBR259W"
"955" "MIC12" "YBR262C"
"956" "SHM1" "YBR263W"
"957" "YBR259W-RGD1" "YBR259W-YBR260C"
"958" "YPT10" "YBR264C"
"959" "TSC10" "YBR265W"
"960" "RGD1-TAE1" "YBR260C-YBR261C"
"961" "REI1" "YBR267W"
"962" "SLM6" "YBR266C"
"963" "TAE1-MIC12" "YBR261C-YBR262C"
"964" "MIC12-SHM1" "YBR262C-YBR263W"
"965" "MRPL37" "YBR268W"
"966" "SDH8" "YBR269C"
"967" "BIT2" "YBR270C"
"968" "TSC10-REI1" "YBR265W-YBR267W"
"969" "EFM2" "YBR271W"
"970" "REI1-MRPL37" "YBR267W-YBR268W"
"971" "HSM3" "YBR272C"
"972" "MRPL37-SDH8" "YBR268W-YBR269C"
"973" "SDH8-BIT2" "YBR269C-YBR270C"
"974" "UBX7" "YBR273C"
"975" "BIT2-EFM2" "YBR270C-YBR271W"
"976" "CHK1" "YBR274W"
"977" "EFM2-HSM3" "YBR271W-YBR272C"
"978" "RIF1" "YBR275C"
"979" "HSM3-UBX7" "YBR272C-YBR273C"
"980" "UBX7-CHK1" "YBR273C-YBR274W"
"981" "CHK1-RIF1" "YBR274W-YBR275C"
"982" "PPS1" "YBR276C"
"983" "DPB3" "YBR278W"
"984" "YBR277C" "YBR277C"
"985" "PAF1" "YBR279W"
"986" "RIF1-PPS1" "YBR275C-YBR276C"
"987" "SAF1" "YBR280C"
"988" "DUG2" "YBR281C"
"989" "DPB3-PAF1" "YBR278W-YBR279W"
"990" "PAF1-SAF1" "YBR279W-YBR280C"
"991" "MRPL27" "YBR282W"
"992" "SSH1" "YBR283C"
"993" "SAF1-DUG2" "YBR280C-YBR281C"
"994" "YBR284W" "YBR284W"
"995" "DUG2-MRPL27" "YBR281C-YBR282W"
"996" "MRPL27-SSH1" "YBR282W-YBR283C"
"997" "YBR285W" "YBR285W"
"998" "APE3" "YBR286W"
"999" "SSH1-YBR284W" "YBR283C-YBR284W"
"1000" "YBR287W" "YBR287W"
"1001" "APM3" "YBR288C"
"1002" "YBR284W-YBR285W" "YBR284W-YBR285W"
"1003" "YBR285W-APE3" "YBR285W-YBR286W"
"1004" "SNF5" "YBR289W"
"1005" "APE3-YBR287W" "YBR286W-YBR287W"
"1006" "BSD2" "YBR290W"
"1007" "YBR287W-APM3" "YBR287W-YBR288C"
"1008" "CTP1" "YBR291C"
"1009" "YBR292C" "YBR292C"
"1010" "VBA2" "YBR293W"
"1011" "SNF5-BSD2" "YBR289W-YBR290W"
"1012" "BSD2-CTP1" "YBR290W-YBR291C"
"1013" "SUL1" "YBR294W"
"1014" "CTP1-YBR292C" "YBR291C-YBR292C"
"1015" "YBR292C-VBA2" "YBR292C-YBR293W"
"1016" "PCA1" "YBR295W"
"1017" "VBA2-SUL1" "YBR293W-YBR294W"
"1018" "PHO89" "YBR296C"
"1019" "SUL1-PCA1" "YBR294W-YBR295W"
"1020" "YBR296C-A" "YBR296C-A"
"1021" "MAL33" "YBR297W"
"1022" "PCA1-PHO89" "YBR295W-YBR296C"
"1023" "MAL31" "YBR298C"
"1024" "PHO89-YBR296C-A" "YBR296C-YBR296C-A"
"1025" "YBR298C-A" "YBR298C-A"
"1026" "YBR296C-A-MAL33" "YBR296C-A-YBR297W"
"1027" "MAL32" "YBR299W"
"1028" "MAL33-MAL31" "YBR297W-YBR298C"
"1029" "YBR300C" "YBR300C"
"1030" "PAU24" "YBR301W"
"1031" "MAL31-YBR298C-A" "YBR298C-YBR298C-A"
"1032" "COS2" "YBR302C"
"1033" "YBR298C-A-MAL32" "YBR298C-A-YBR299W"
"1034" "MAL32-YBR300C" "YBR299W-YBR300C"
"1035" "YCL076W" "YCL076W"
"1036" "YCL075W" "YCL075W"
"1037" "YCL074W" "YCL074W"
"1038" "CHR_START-YCL076W" "CHR_START-YCL076W"
"1039" "GEX1" "YCL073C"
"1040" "YCL075W-YCL074W" "YCL075W-YCL074W"
"1041" "YCL074W-GEX1" "YCL074W-YCL073C"
"1042" "VBA3" "YCL069W"
"1043" "YCL068C" "YCL068C"
"1044" "HMLALPHA2" "YCL067C"
"1045" "HMLALPHA1" "YCL066W"
"1046" "GEX1-VBA3" "YCL073C-YCL069W"
"1047" "YCL065W" "YCL065W"
"1048" "CHA1" "YCL064C"
"1049" "VBA3-YCL068C" "YCL069W-YCL068C"
"1050" "VAC17" "YCL063W"
"1051" "MRC1" "YCL061C"
"1052" "YCL065W-CHA1" "YCL065W-YCL064C"
"1053" "CHA1-VAC17" "YCL064C-YCL063W"
"1054" "KRR1" "YCL059C"
"1055" "FYV5" "YCL058C"
"1056" "VAC17-MRC1" "YCL063W-YCL061C"
"1057" "ADF1" "YCL058W-A"
"1058" "MIC10" "YCL057C-A"
"1059" "PRD1" "YCL057W"
"1060" "PEX34" "YCL056C"
"1061" "MRC1-KRR1" "YCL061C-YCL059C"
"1062" "KAR4" "YCL055W"
"1063" "KRR1-FYV5" "YCL059C-YCL058C"
"1064" "MIC10-PRD1" "YCL057C-A-YCL057W"
"1065" "SPB1" "YCL054W"
"1066" "PRD1-PEX34" "YCL057W-YCL056C"
"1067" "PEX34-KAR4" "YCL056C-YCL055W"
"1068" "KAR4-SPB1" "YCL055W-YCL054W"
"1069" "PBN1" "YCL052C"
"1070" "LRE1" "YCL051W"
"1071" "APA1" "YCL050C"
"1072" "SPB1-PBN1" "YCL054W-YCL052C"
"1073" "YCL049C" "YCL049C"
"1074" "PBN1-LRE1" "YCL052C-YCL051W"
"1075" "YCL048W-A" "YCL048W-A"
"1076" "SPS22" "YCL048W"
"1077" "LRE1-APA1" "YCL051W-YCL050C"
"1078" "POF1" "YCL047C"
"1079" "APA1-YCL049C" "YCL050C-YCL049C"
"1080" "EMC1" "YCL045C"
"1081" "YCL049C-YCL048W-A" "YCL049C-YCL048W-A"
"1082" "YCL046W" "YCL046W"
"1083" "YCL048W-A-SPS22" "YCL048W-A-YCL048W"
"1084" "MGR1" "YCL044C"
"1085" "SPS22-POF1" "YCL048W-YCL047C"
"1086" "PDI1" "YCL043C"
"1087" "YCL041C" "YCL041C"
"1088" "YCL042W" "YCL042W"
"1089" "GLK1" "YCL040W"
"1090" "GID7" "YCL039W"
"1091" "MGR1-PDI1" "YCL044C-YCL043C"
"1092" "ATG22" "YCL038C"
"1093" "GLK1-GID7" "YCL040W-YCL039W"
"1094" "SRO9" "YCL037C"
"1095" "GFD2" "YCL036W"
"1096" "GRX1" "YCL035C"
"1097" "LSB5" "YCL034W"
"1098" "ATG22-SRO9" "YCL038C-YCL037C"
"1099" "MXR2" "YCL033C"
"1100" "STE50" "YCL032W"
"1101" "RRP7" "YCL031C"
"1102" "GFD2-GRX1" "YCL036W-YCL035C"
"1103" "HIS4" "YCL030C"
"1104" "GRX1-LSB5" "YCL035C-YCL034W"
"1105" "LSB5-MXR2" "YCL034W-YCL033C"
"1106" "MXR2-STE50" "YCL033C-YCL032W"
"1107" "BIK1" "YCL029C"
"1108" "RNQ1" "YCL028W"
"1109" "RRP7-HIS4" "YCL031C-YCL030C"
"1110" "FUS1" "YCL027W"
"1111" "HBN1" "YCL026C-B"
"1112" "HIS4-BIK1" "YCL030C-YCL029C"
"1113" "FRM2" "YCL026C-A"
"1114" "BIK1-RNQ1" "YCL029C-YCL028W"
"1115" "AGP1" "YCL025C"
"1116" "RNQ1-FUS1" "YCL028W-YCL027W"
"1117" "FUS1-HBN1" "YCL027W-YCL026C-B"
"1118" "YCL023C" "YCL023C"
"1119" "HBN1-FRM2" "YCL026C-B-YCL026C-A"
"1120" "KCC4" "YCL024W"
"1121" "FRM2-AGP1" "YCL026C-A-YCL025C"
"1122" "YCL022C" "YCL022C"
"1123" "tE(UUC)C" "tE(UUC)C"
"1124" "AGP1-YCL023C" "YCL025C-YCL023C"
"1125" "YCL021W-A" "YCL021W-A"
"1126" "YCL020W" "YCL020W"
"1127" "YCL019W" "YCL019W"
"1128" "KCC4-tE(UUC)C" "YCL024W-tE(UUC)C"
"1129" "tE(UUC)C-YCL021W-A" "tE(UUC)C-YCL021W-A"
"1130" "YCL021W-A-YCL020W" "YCL021W-A-YCL020W"
"1131" "SUP53" "tL(CAA)C"
"1132" "LEU2" "YCL018W"
"1133" "NFS1" "YCL017C"
"1134" "DCC1" "YCL016C"
"1135" "YCL019W-SUP53" "YCL019W-tL(CAA)C"
"1136" "SUP53-LEU2" "tL(CAA)C-YCL018W"
"1137" "BUD3" "YCL014W"
"1138" "LEU2-NFS1" "YCL018W-YCL017C"
"1139" "NFS1-DCC1" "YCL017C-YCL016C"
"1140" "DCC1-BUD3" "YCL016C-YCL014W"
"1141" "YCL012C" "YCL012C"
"1142" "GBP2" "YCL011C"
"1143" "SGF29" "YCL010C"
"1144" "ILV6" "YCL009C"
"1145" "STP22" "YCL008C"
"1146" "YCL012C-GBP2" "YCL012C-YCL011C"
"1147" "VMA9" "YCL005W-A"
"1148" "YCL007C" "YCL007C"
"1149" "SNR43" "snR43"
"1150" "LDB16" "YCL005W"
"1151" "GBP2-SGF29" "YCL011C-YCL010C"
"1152" "PGS1" "YCL004W"
"1153" "SGF29-ILV6" "YCL010C-YCL009C"
"1154" "YCL002C" "YCL002C"
"1155" "STP22-YCL007C" "YCL008C-YCL007C"
"1156" "RER1" "YCL001W"
"1157" "YCL001W-A" "YCL001W-A"
"1158" "YCL001W-B" "YCL001W-B"
"1159" "LDB16-PGS1" "YCL005W-YCL004W"
"1160" "YCR001W" "YCR001W"
"1161" "YCL002C-RER1" "YCL002C-YCL001W"
"1162" "CDC10" "YCR002C"
"1163" "RER1-YCL001W-A" "YCL001W-YCL001W-A"
"1164" "YCL001W-A-YCL001W-B" "YCL001W-A-YCL001W-B"
"1165" "MRPL32" "YCR003W"
"1166" "YCL001W-B-YCR001W" "YCL001W-B-YCR001W"
"1167" "YCP4" "YCR004C"
"1168" "CIT2" "YCR005C"
"1169" "YCR001W-CDC10" "YCR001W-YCR002C"
"1170" "YCR006C" "YCR006C"
"1171" "CDC10-MRPL32" "YCR002C-YCR003W"
"1172" "SUF2" "tP(AGG)C"
"1173" "MRPL32-YCP4" "YCR003W-YCR004C"
"1174" "YCP4-CIT2" "YCR004C-YCR005C"
"1175" "YCR007C" "YCR007C"
"1176" "CIT2-YCR006C" "YCR005C-YCR006C"
"1177" "tN(GUU)C" "tN(GUU)C"
"1178" "YCR006C-SUF2" "YCR006C-tP(AGG)C"
"1179" "SAT4" "YCR008W"
"1180" "SUF2-YCR007C" "tP(AGG)C-YCR007C"
"1181" "RVS161" "YCR009C"
"1182" "YCR007C-tN(GUU)C" "YCR007C-tN(GUU)C"
"1183" "ADY2" "YCR010C"
"1184" "tN(GUU)C-SAT4" "tN(GUU)C-YCR008W"
"1185" "ADP1" "YCR011C"
"1186" "SAT4-RVS161" "YCR008W-YCR009C"
"1187" "RVS161-ADY2" "YCR009C-YCR010C"
"1188" "PGK1" "YCR012W"
"1189" "ADY2-ADP1" "YCR010C-YCR011C"
"1190" "YCR013C" "YCR013C"
"1191" "POL4" "YCR014C"
"1192" "YCR015C" "YCR015C"
"1193" "ADP1-PGK1" "YCR011C-YCR012W"
"1194" "SNR33" "snR33"
"1195" "SUF16" "tG(GCC)C"
"1196" "YCR016W" "YCR016W"
"1197" "CWH43" "YCR017C"
"1198" "POL4-YCR015C" "YCR014C-YCR015C"
"1199" "YCR015C-SNR33" "YCR015C-snR33"
"1200" "SNR33-SUF16" "snR33-tG(GCC)C"
"1201" "SUF16-YCR016W" "tG(GCC)C-YCR016W"
"1202" "SRD1" "YCR018C"
"1203" "YCR016W-CWH43" "YCR016W-YCR017C"
"1204" "tM(CAU)C" "tM(CAU)C"
"1205" "tK(CUU)C" "tK(CUU)C"
"1206" "YCR018C-A" "YCR018C-A"
"1207" "MAK32" "YCR019W"
"1208" "CWH43-SRD1" "YCR017C-YCR018C"
"1209" "SRD1-tM(CAU)C" "YCR018C-tM(CAU)C"
"1210" "PET18" "YCR020C"
"1211" "MAK31" "YCR020C-A"
"1212" "tM(CAU)C-tK(CUU)C" "tM(CAU)C-tK(CUU)C"
"1213" "HTL1" "YCR020W-B"
"1214" "HSP30" "YCR021C"
"1215" "tK(CUU)C-YCR018C-A" "tK(CUU)C-YCR018C-A"
"1216" "YCR018C-A-MAK32" "YCR018C-A-YCR019W"
"1217" "YCR022C" "YCR022C"
"1218" "YCR023C" "YCR023C"
"1219" "MAK32-PET18" "YCR019W-YCR020C"
